Year,Temperature,DHI,DNI,GHI,Relative Humidity,Wind Direction,Wind Speed,Pressure,Dew Point
2016,26.823707877959926,96.9210686095932,166.20611338797815,207.41203703703704,82.72194937765634,220.75250455373407,2.5365228445658774,1012.0290110807529,23.53247571341834
2017,26.58824200913242,92.42718797564687,173.09364535768646,205.67610350076103,83.43076636225267,217.93432267884322,2.6324334094368345,1012.0265791476407,23.44911910197869
2018,26.1818797564688,97.35936073059361,168.2285388127854,209.04904870624048,82.56388641552512,220.56636225266362,2.5575133181126333,1011.8895547945206,22.879929604261797
2019,26.50570395738204,91.41598173515982,192.24655631659056,218.25844748858447,81.54272773972602,222.0376902587519,2.5349809741248097,1012.6148592085236,22.946923515981737
2020,26.368078324225863,91.29310868245294,182.68188372799028,212.01747495446267,82.39785765786279,224.69780282331513,2.5660462204007284,1012.4565497874925,23.016939890710383
